N,eps_sol,eps_bssg,eps_solsol,dfe,dfe_min,tds,seq
10,-0.4,-3,-0.01,-1.592927,-1.592927,-3.067488,1000000000
15,-0.4,-3,-0.01,-1.58627,-1.58627,-3.238967,1E+14
10,-0.4,-2,-0.01,-1.65394,-1.65394,-4.109686,1000000000
5,-0.4,-2,-0.01,-1.46439,-1.46439,-3.607072,10000
15,-0.4,-2,-0.01,-1.63152,-1.63152,-3.316535,1E+14
5,-0.4,-1,-0.01,-1.786399,-1.786399,-3.566001,10000
10,-0.4,-1,-0.01,-1.682609,-1.682609,-3.77305,1000000000
15,-0.4,-1,-0.01,-1.719792,-1.719792,-3.439148,1E+14
5,-0.4,0,-0.01,-2.025314,-2.025314,-3.091063,10000
15,-0.4,0,-0.01,-1.66887,-1.66887,-4.048421,1E+14
10,-0.4,0,-0.01,-1.811031,-1.811031,-3.02819,1000000000
10,-0.4,0.5,-0.01,-1.833566,-1.833566,-3.279698,1000000000
5,-0.4,0.5,-0.01,-2.001299,-2.001299,-3.286558,10000
15,-0.4,0.5,-0.01,-1.616086,-1.616086,-3.905982,1E+14
5,-0.4,1,-0.01,-2.023789,-2.023789,-3.407824,10000
15,-0.4,1,-0.01,-1.680952,-1.680952,-3.519299,1E+14
10,-0.4,1,-0.01,-1.848062,-1.848062,-3.725477,1000000000
15,-0.3,-6,-0.01,0.377575,-0.219287,3.922789,1E+14
5,-0.3,-6,-0.01,4.289099,-0.214238,-2.394073,10000
10,-0.3,-6,-0.01,1.1075,-0.223334,-0.193864,1000000000
15,-0.3,-5,-0.01,-0.309573,-0.309573,0.289642,1E+14
10,-0.3,-5,-0.01,-0.120288,-0.212499,-1.278789,1000000000
5,-0.3,-5,-0.01,2.5095,-0.219004,-1.228058,10000
15,-0.3,-4,-0.01,-1.274711,-1.274711,-2.632828,1E+14
5,-0.3,-4,-0.01,0.773167,-0.228976,-1.211262,10000
10,-0.3,-4,-0.01,-1.195111,-1.195111,-1.991303,1000000000
10,-0.3,-3,-0.01,-1.645821,-1.645821,-3.528643,1000000000
5,-0.3,-3,-0.01,-0.664843,-0.664843,-2.509125,10000
15,-0.3,-3,-0.01,-1.536359,-1.536359,-3.022732,1E+14
5,-0.3,-2,-0.01,-1.446538,-1.446538,-3.302022,10000
10,-0.3,-2,-0.01,-1.818262,-1.818262,-3.71693,1000000000
15,-0.3,-2,-0.01,-2.018803,-2.018803,-3.832273,1E+14
10,-0.3,-1,-0.01,-1.883025,-1.883025,-3.550877,1000000000
5,-0.3,-1,-0.01,-1.96467,-1.96467,-3.239073,10000
15,-0.3,-1,-0.01,-1.957413,-1.957413,-3.470353,1E+14
10,-0.3,0,-0.01,-1.880395,-1.880395,-3.766473,1000000000
5,-0.3,0,-0.01,-2.231158,-2.231158,-3.355165,10000
15,-0.3,0,-0.01,-1.890686,-1.890686,-3.892502,1E+14
5,-0.3,0.5,-0.01,-2.215074,-2.215074,-3.012526,10000
15,-0.3,0.5,-0.01,-1.87571,-1.87571,-3.988671,1E+14
10,-0.3,0.5,-0.01,-2.034343,-2.034343,-3.681842,1000000000
10,-0.3,1,-0.01,-1.964782,-1.964782,-3.837012,1000000000
5,-0.3,1,-0.01,-2.353206,-2.353206,-2.872706,10000
15,-0.3,1,-0.01,-1.943954,-1.943954,-3.606572,1E+14
15,-0.2,-6,-0.01,0.580024,-0.215729,2.497816,1E+14
5,-0.2,-6,-0.01,4.050175,-0.217891,-3.082623,10000
10,-0.2,-6,-0.01,1.803727,-0.201917,1.29067,1000000000
15,-0.2,-5,-0.01,-0.328431,-0.328431,0.413851,1E+14
10,-0.2,-5,-0.01,-0.042143,-0.212011,-0.044228,1000000000
5,-0.2,-5,-0.01,2.960055,-0.214823,0.556809,10000
15,-0.2,-4,-0.01,-1.669166,-1.669166,-3.313186,1E+14
5,-0.2,-4,-0.01,0.884209,-0.216884,-0.95919,10000
10,-0.2,-4,-0.01,-1.025323,-1.025323,-1.783641,1000000000
10,-0.2,-3,-0.01,-1.714414,-1.714414,-3.016377,1000000000
5,-0.2,-3,-0.01,-0.432189,-0.432189,-1.841924,10000
15,-0.2,-3,-0.01,-1.733599,-1.733599,-3.389294,1E+14
5,-0.2,-2,-0.01,-1.531389,-1.531389,-2.806215,10000
10,-0.2,-2,-0.01,-2.08634,-2.08634,-3.384391,1000000000
15,-0.2,-2,-0.01,-2.088167,-2.088167,-3.236568,1E+14
10,-0.2,-1,-0.01,-2.080633,-2.080633,-3.69784,1000000000
5,-0.2,-1,-0.01,-1.996196,-1.996196,-3.152474,10000
15,-0.2,-1,-0.01,-2.012905,-2.012905,-3.717692,1E+14
15,-0.2,0,-0.01,-2.217687,-2.217687,-3.78964,1E+14
5,-0.2,0,-0.01,-2.398153,-2.398153,-2.998954,10000
10,-0.2,0,-0.01,-2.146723,-2.146723,-3.392549,1000000000
10,-0.2,0.5,-0.01,-2.154258,-2.154258,-3.494898,1000000000
15,-0.2,0.5,-0.01,-2.135456,-2.135456,-3.35975,1E+14
5,-0.2,0.5,-0.01,-2.491349,-2.491349,-2.993717,10000
15,-0.2,1,-0.01,-2.147347,-2.147347,-3.421531,1E+14
5,-0.2,1,-0.01,-2.527293,-2.527293,-3.050261,10000
10,-0.2,1,-0.01,-2.151878,-2.151878,-3.386947,1000000000
15,-0.1,-6,-0.01,0.458398,-0.327132,-0.067352,1E+14
5,-0.1,-6,-0.01,3.459386,-0.209427,-2.186817,10000
10,-0.1,-6,-0.01,2.866012,-0.216729,0.409526,1000000000
15,-0.1,-5,-0.01,-0.98506,-0.98506,0.34689,1E+14
10,-0.1,-5,-0.01,0.292558,-0.211509,-0.24821,1000000000
5,-0.1,-5,-0.01,2.793374,-0.23203,-1.219402,10000
15,-0.1,-4,-0.01,-1.488359,-1.488359,-1.931111,1E+14
5,-0.1,-4,-0.01,1.640658,-0.229467,-0.862431,10000
10,-0.1,-4,-0.01,-0.826048,-0.826048,-1.155976,1000000000
10,-0.1,-3,-0.01,-1.677405,-1.677405,-2.471323,1000000000
5,-0.1,-3,-0.01,-0.311151,-0.311151,-1.304417,10000
15,-0.1,-3,-0.01,-2.037532,-2.037532,-3.20213,1E+14
5,-0.1,-2,-0.01,-1.450717,-1.450717,-2.345239,10000
10,-0.1,-2,-0.01,-2.127386,-2.127386,-3.049322,1000000000
15,-0.1,-2,-0.01,-2.196465,-2.196465,-3.273831,1E+14
10,-0.1,-1,-0.01,-2.386386,-2.386386,-3.250841,1000000000
5,-0.1,-1,-0.01,-2.277096,-2.277096,-2.875001,10000
15,-0.1,-1,-0.01,-2.363196,-2.363196,-3.096373,1E+14
10,-0.1,0,-0.01,-2.473157,-2.473157,-3.507198,1000000000
5,-0.1,0,-0.01,-2.656387,-2.656387,-2.979525,10000
15,-0.1,0,-0.01,-2.375851,-2.375851,-3.858717,1E+14
5,-0.1,0.5,-0.01,-2.716284,-2.716284,-3.047001,10000
15,-0.1,0.5,-0.01,-2.222321,-2.222321,-3.637895,1E+14
10,-0.1,0.5,-0.01,-2.507717,-2.507717,-3.224339,1000000000
10,-0.1,1,-0.01,-2.464648,-2.464648,-3.490031,1000000000
5,-0.1,1,-0.01,-2.759682,-2.759682,-3.060009,10000
15,-0.1,1,-0.01,-2.433185,-2.433185,-3.681059,1E+14
10,0,-6,-0.01,3.237372,-0.213885,-2.028923,1000000000
15,0,-6,-0.01,1.595382,-0.212372,1.926486,1E+14
5,0,-6,-0.01,3.306774,-0.219471,-2.734917,10000
10,0,-5,-0.01,0.697604,-0.218078,2.229653,1000000000
5,0,-5,-0.01,2.559946,-0.215355,-0.965797,10000
15,0,-5,-0.01,-0.256421,-0.256421,2.819037,1E+14
10,0,-4,-0.01,-0.877215,-0.877215,-0.248269,1000000000
5,0,-4,-0.01,1.260353,-0.223914,-0.098153,10000
15,0,-4,-0.01,-1.322244,-1.322244,-0.770015,1E+14
15,0,-3,-0.01,-2.135476,-2.135476,-2.058199,1E+14
5,0,-3,-0.01,-0.28462,-0.28462,-0.901612,10000
10,0,-3,-0.01,-1.728874,-1.728874,-1.745006,1000000000
15,0,-2,-0.01,-2.397824,-2.397824,-3.03782,1E+14
5,0,-2,-0.01,-1.731711,-1.731711,-1.959525,10000
10,0,-2,-0.01,-2.337664,-2.337664,-2.879898,1000000000
5,0,-1,-0.01,-2.490504,-2.490504,-2.898041,10000
15,0,-1,-0.01,-2.536656,-2.536656,-3.100706,1E+14
10,0,-1,-0.01,-2.66104,-2.66104,-3.118157,1000000000
15,0,0,-0.01,-2.779265,-2.779265,-3.277914,1E+14
10,0,0,-0.01,-2.782576,-2.782576,-3.165936,1000000000
5,0,0,-0.01,-2.962239,-2.962239,-2.936894,10000
5,0,0.5,-0.01,-3.131602,-3.131602,-2.957695,10000
15,0,0.5,-0.01,-2.691385,-2.691385,-3.222249,1E+14
10,0,0.5,-0.01,-2.803445,-2.803445,-3.299207,1000000000
15,0,1,-0.01,-2.68373,-2.68373,-3.421663,1E+14
10,0,1,-0.01,-2.884964,-2.884964,-3.157849,1000000000
5,0,1,-0.01,-3.28034,-3.28034,-2.846686,10000
10,0.1,-6,-0.01,2.16122,-0.210664,1.41029,1000000000
15,0.1,-6,-0.01,1.430936,-0.224703,2.89492,1E+14
5,0.1,-6,-0.01,2.440081,-0.224142,-2.718415,10000
10,0.1,-5,-0.01,1.074785,-0.204974,1.882782,1000000000
5,0.1,-5,-0.01,2.337792,-0.213835,-1.047042,10000
15,0.1,-5,-0.01,0.137549,-0.209378,2.853064,1E+14
10,0.1,-4,-0.01,-0.497929,-0.497929,0.284238,1000000000
5,0.1,-4,-0.01,1.122544,-0.21386,-0.059756,10000
15,0.1,-4,-0.01,-1.111889,-1.111889,0.446161,1E+14
15,0.1,-3,-0.01,-2.280501,-2.280501,-2.233188,1E+14
5,0.1,-3,-0.01,-0.442761,-0.442761,-0.94697,10000
10,0.1,-3,-0.01,-1.634402,-1.634402,-0.985721,1000000000
15,0.1,-2,-0.01,-2.657983,-2.657983,-2.772607,1E+14
5,0.1,-2,-0.01,-1.949941,-1.949941,-1.861746,10000
10,0.1,-2,-0.01,-2.705579,-2.705579,-2.395049,1000000000
5,0.1,-1,-0.01,-2.883526,-2.883526,-2.806142,10000
15,0.1,-1,-0.01,-2.994922,-2.994922,-3.889323,1E+14
10,0.1,-1,-0.01,-3.056742,-3.056742,-3.277466,1000000000
5,0.1,0,-0.01,-3.528337,-3.528337,-3.091814,10000
10,0.1,0,-0.01,-3.380548,-3.380548,-3.292974,1000000000
15,0.1,0,-0.01,-3.17664,-3.17664,-3.731245,1E+14
10,0.1,0.5,-0.01,-3.294681,-3.294681,-3.420525,1000000000
15,0.1,0.5,-0.01,-3.23501,-3.23501,-3.621506,1E+14
5,0.1,0.5,-0.01,-3.500757,-3.500757,-3.150735,10000
5,0.1,1,-0.01,-3.704968,-3.704968,-3.18901,10000
10,0.1,1,-0.01,-3.37644,-3.37644,-3.262785,1000000000
15,0.1,1,-0.01,-3.274118,-3.274118,-3.174157,1E+14
10,0.2,-6,-0.01,1.808585,-0.215135,-0.539831,1000000000
15,0.2,-6,-0.01,0.872506,-0.93005,-3.422131,1E+14
5,0.2,-6,-0.01,2.040413,-0.201553,-3.766352,10000
10,0.2,-5,-0.01,1.071146,-0.210015,1.304634,1000000000
5,0.2,-5,-0.01,1.767844,-0.224515,-2.431153,10000
15,0.2,-5,-0.01,0.219892,-0.216973,2.571146,1E+14
10,0.2,-4,-0.01,-0.493209,-0.493209,0.276568,1000000000
5,0.2,-4,-0.01,0.953738,-0.223443,-0.988694,10000
15,0.2,-4,-0.01,-1.288711,-1.288711,0.007147,1E+14
15,0.2,-3,-0.01,-2.57516,-2.57516,-0.529674,1E+14
5,0.2,-3,-0.01,-0.782803,-0.782803,-0.885264,10000
10,0.2,-3,-0.01,-2.135136,-2.135136,-0.660513,1000000000
15,0.2,-2,-0.01,-3.274391,-3.274391,-3.324652,1E+14
5,0.2,-2,-0.01,-2.325149,-2.325149,-1.951445,10000
10,0.2,-2,-0.01,-3.110505,-3.110505,-2.670437,1000000000
5,0.2,-1,-0.01,-3.468433,-3.468433,-2.78299,10000
15,0.2,-1,-0.01,-3.80261,-3.80261,-3.606148,1E+14
10,0.2,-1,-0.01,-3.905691,-3.905691,-3.513227,1000000000
15,0.2,0,-0.01,-3.94399,-3.94399,-3.770161,1E+14
10,0.2,0,-0.01,-4.132693,-4.132693,-3.902123,1000000000
5,0.2,0,-0.01,-4.071678,-4.071678,-3.323391,10000
5,0.2,0.5,-0.01,-4.292485,-4.292485,-3.276557,10000
15,0.2,0.5,-0.01,-3.862615,-3.862615,-4.223462,1E+14
10,0.2,0.5,-0.01,-4.058684,-4.058684,-3.895256,1000000000
15,0.2,1,-0.01,-4.02699,-4.02699,-4.149443,1E+14
10,0.2,1,-0.01,-4.011529,-4.011529,-3.669483,1000000000
5,0.2,1,-0.01,-4.230174,-4.230174,-3.280643,10000
10,0.3,-6,-0.01,1.554078,-0.29121,-3.210441,1000000000
15,0.3,-6,-0.01,1.283945,-0.978861,-4.397684,1E+14
5,0.3,-6,-0.01,1.430424,-0.225176,-3.39731,10000
10,0.3,-5,-0.01,0.467867,-0.405513,-0.752194,1000000000
5,0.3,-5,-0.01,1.093151,-0.224863,-2.355241,10000
15,0.3,-5,-0.01,0.254518,-0.580475,-1.908041,1E+14
10,0.3,-4,-0.01,-0.608053,-0.608053,0.158671,1000000000
5,0.3,-4,-0.01,0.218295,-0.204957,-0.747279,10000
15,0.3,-4,-0.01,-1.490387,-1.490387,1.756929,1E+14
15,0.3,-3,-0.01,-3.255375,-3.255375,-1.05897,1E+14
5,0.3,-3,-0.01,-1.218444,-1.218444,-1.080646,10000
10,0.3,-3,-0.01,-2.186132,-2.186132,-0.463825,1000000000
15,0.3,-2,-0.01,-4.434036,-4.434036,-2.984327,1E+14
5,0.3,-2,-0.01,-2.8159,-2.8159,-1.829118,10000
10,0.3,-2,-0.01,-3.859011,-3.859011,-2.702222,1000000000
5,0.3,-1,-0.01,-4.006171,-4.006171,-3.055972,10000
15,0.3,-1,-0.01,-4.907827,-4.907827,-5.368269,1E+14
10,0.3,-1,-0.01,-4.572455,-4.572455,-3.448131,1000000000
5,0.3,0,-0.01,-4.671198,-4.671198,-3.42523,10000
10,0.3,0,-0.01,-4.933938,-4.933938,-3.841715,1000000000
15,0.3,0,-0.01,-4.914373,-4.914373,-3.928806,1E+14
10,0.3,0.5,-0.01,-5.114062,-5.114062,-4.012829,1000000000
15,0.3,0.5,-0.01,-5.189977,-5.189977,-4.396618,1E+14
5,0.3,0.5,-0.01,-4.883473,-4.883473,-3.425497,10000
5,0.3,1,-0.01,-5.139216,-5.139216,-3.16529,10000
10,0.3,1,-0.01,-5.189884,-5.189884,-4.598722,1000000000
15,0.3,1,-0.01,-5.513804,-5.513804,-3.858107,1E+14
10,0.4,-6,-0.01,0.746107,-0.685589,-2.850101,1000000000
15,0.4,-6,-0.01,-0.137582,-1.834924,2.452288,1E+14
5,0.4,-6,-0.01,0.775128,-0.21754,-3.032494,10000
10,0.4,-5,-0.01,-0.105632,-0.974399,-1.135934,1000000000
5,0.4,-5,-0.01,0.461446,-0.31858,-2.123157,10000
15,0.4,-5,-0.01,-1.400153,-1.830591,0.200316,1E+14
10,0.4,-4,-0.01,-1.395533,-1.395533,-0.633696,1000000000
5,0.4,-4,-0.01,-0.120232,-0.3325,-1.060124,10000
15,0.4,-4,-0.01,-2.192796,-2.192796,-0.114637,1E+14
15,0.4,-3,-0.01,-3.939893,-3.939893,-1.227498,1E+14
5,0.4,-3,-0.01,-1.76979,-1.76979,-1.217224,10000
10,0.4,-3,-0.01,-3.283253,-3.283253,-0.681319,1000000000
15,0.4,-2,-0.01,-6.005983,-6.005983,-3.332931,1E+14
5,0.4,-2,-0.01,-3.384943,-3.384943,-1.974221,10000
10,0.4,-2,-0.01,-4.570348,-4.570348,-2.646931,1000000000
5,0.4,-1,-0.01,-4.535889,-4.535889,-2.845598,10000
15,0.4,-1,-0.01,-6.057364,-6.057364,-4.467405,1E+14
10,0.4,-1,-0.01,-5.212849,-5.212849,-4.03286,1000000000
10,0.4,0,-0.01,-5.811772,-5.811772,-4.087276,1000000000
15,0.4,0,-0.01,-6.955891,-6.955891,-5.090353,1E+14
5,0.4,0,-0.01,-5.291182,-5.291182,-3.655889,10000
5,0.4,0.5,-0.01,-5.705066,-5.705066,-3.279079,10000
10,0.4,0.5,-0.01,-6.239224,-6.239224,-4.018861,1000000000
15,0.4,0.5,-0.01,-6.116229,-6.116229,-3.459354,1E+14
10,0.4,1,-0.01,-6.149618,-6.149618,-4.516473,1000000000
15,0.4,1,-0.01,-6.949346,-6.949346,-6.459048,1E+14
5,0.4,1,-0.01,-5.7654,-5.7654,-3.234238,10000
10,0.5,-6,-0.01,-0.697995,-1.933107,-2.051497,1000000000
15,0.5,-6,-0.01,-2.314881,-5.290683,-2.499077,1E+14
5,0.5,-6,-0.01,0.099127,-0.906565,-3.503172,10000
10,0.5,-5,-0.01,-1.147589,-2.187201,-2.010074,1000000000
5,0.5,-5,-0.01,0.038413,-0.741502,-3.162213,10000
15,0.5,-5,-0.01,-1.899925,-2.39521,2.006189,1E+14
10,0.5,-4,-0.01,-1.954416,-1.954416,-1.090013,1000000000
5,0.5,-4,-0.01,-0.824697,-0.949493,-1.146191,10000
15,0.5,-4,-0.01,-4.344194,-4.344194,1.272481,1E+14
15,0.5,-3,-0.01,-5.231285,-5.231285,-1.478129,1E+14
5,0.5,-3,-0.01,-2.418194,-2.418194,-1.114264,10000
10,0.5,-3,-0.01,-4.512392,-4.512392,-0.99301,1000000000
15,0.5,-2,-0.01,-6.065749,-6.065749,-2.368299,1E+14
5,0.5,-2,-0.01,-3.908165,-3.908165,-1.95965,10000
10,0.5,-2,-0.01,-5.634284,-5.634284,-4.149158,1000000000
5,0.5,-1,-0.01,-5.382318,-5.382318,-2.753699,10000
15,0.5,-1,-0.01,-6.209446,-6.209446,-5.528099,1E+14
10,0.5,-1,-0.01,-6.294309,-6.294309,-3.986148,1000000000
5,0.5,0,-0.01,-5.988561,-5.988561,-3.076799,10000
15,0.5,0,-0.01,-8.295317,-8.295317,-2.617938,1E+14
10,0.5,0,-0.01,-7.790625,-7.790625,-5.491919,1000000000
15,0.5,0.5,-0.01,-8.20859,-8.20859,-7.474606,1E+14
10,0.5,0.5,-0.01,-7.24602,-7.24602,-2.491882,1000000000
5,0.5,0.5,-0.01,-6.648296,-6.648296,-3.32801,10000
5,0.5,1,-0.01,-6.826615,-6.826615,-3.612391,10000
15,0.5,1,-0.01,-10.496987,-10.496987,-8.14059,1E+14
10,0.5,1,-0.01,-7.463102,-7.463102,-3.234311,1000000000
12,0.3,-4,0,-3.540265,-4.027303,-4.633862,010010000000
5,-0.5,-6,0,1.410911,-1.269228,-5.410692,10100
7,-0.4,-4,0,0.316107,-0.267116,-5.970292,0011000
12,0.4,-6,0,-3.579368,-5.122493,-8.69868,000001010000
12,0.4,-1,0,-9.804296,-9.804296,-2.983981,1.1E+11
7,-0.2,1,0,-2.763218,-2.763218,-8.210035,0100010
5,0.3,-2,0,-3.79213,-3.90878,-5.621504,10010
10,-0.2,-5,0,4.084039,-0.408637,-7.702485,0001000100
7,-0.1,-4,0,0.110166,-0.804946,-4.812417,0101000
10,0.5,-2,0,-8.003803,-8.003803,-5.637918,0101000000
15,0.5,-2,0,-11.525815,-11.525815,-11.144128,000000000110000
15,0.2,1,0,-5.923378,-5.923378,-9.014068,000100100000000
12,-0.3,-5,0,2.984769,-0.288769,-3.739547,000001010000
15,0,-4,0,2.374563,-0.433482,-8.665327,000000010000010
7,-0.3,0.5,0,-1.954701,-1.954701,-6.915677,0101000
5,0,-1,0,-4.275398,-4.275398,-5.749125,00110
5,-0.5,0,0,-0.424408,-1.331555,-6.29421,10010
12,-0.3,0,0,-1.13541,-1.13541,-7.849207,000000101000
12,0.1,-5,0,0.224679,-1.016385,-7.783108,000001000010
5,-0.1,-6,0,-1.127163,-1.218349,-4.154612,00110
10,-0.1,-2,0,-0.136758,-0.775491,-7.494695,0100001000
15,-0.2,-6,0,4.951787,-0.390504,-8.898521,000001000000010
5,0.3,0.5,0,-8.978627,-8.978627,-6.468965,00110
12,-0.4,1,0,-5.351143,-5.351143,-5.121665,000000000110
15,0.4,-6,0,-4.280218,-4.803301,-9.236912,001000000000010
15,0.2,0,0,-4.510475,-4.510475,-11.846299,000100000001000
15,0.4,0,0,-8.515857,-8.515857,-10.835711,000000101000000
10,-0.1,-1,0,0.174075,-0.752111,-8.202675,0100000100
15,0.3,-5,0,-3.104889,-3.926009,-6.505032,000000010010000
10,0.2,-1,0,-6.296812,-6.296812,-6.078331,0000001100
7,-0.5,-2,0,0.040859,-1.119273,-8.412393,1001000
5,-0.5,-1,0,0.996467,-1.246385,-6.382304,10010
15,0,-3,0,-5.732735,-5.732735,-4.889313,011000000000000
15,-0.1,-3,0,1.341949,-0.382102,-7.767853,000000100010000
5,-0.1,-4,0,-1.090158,-1.213841,-4.137732,00110
5,-0.4,1,0,-2.548727,-2.548727,-7.199875,10010
10,-0.1,-5,0,3.03563,-0.43362,-7.623055,0001000010
7,-0.4,-2,0,1.759952,-0.305503,-7.000942,0010100
5,-0.5,-5,0,1.282919,-1.267734,-5.251315,10100
12,0.5,-2,0,-6.49026,-6.49026,-7.375497,001000000100
7,0.2,-4,0,-4.545701,-4.545701,-1.833842,1100000
12,0.3,-5,0,-2.164281,-3.584291,-6.816998,000010010000
7,0.4,0.5,0,-8.921704,-8.921704,-8.396652,0001010
5,0,1,0,-7.7823,-7.7823,-6.548486,00110
7,-0.5,0.5,0,-0.219358,-0.290083,-6.791064,0101000
5,-0.2,0.5,0,-3.361751,-3.361751,-7.675286,01010
12,-0.2,0,0,-0.202683,-0.552633,-9.245491,010000000010
10,0,-3,0,0.083997,-0.64364,-6.15611,0000010100
7,0.3,-5,0,-4.390952,-4.390952,-4.461489,0000110
5,0.1,-4,0,-2.51295,-2.51295,-4.272378,01100
10,0,-4,0,1.377908,-1.019919,-7.732876,0100001000
15,-0.5,0,0,0.520083,-0.36206,-5.161478,000000000100100
7,-0.3,-1,0,1.548778,-0.427665,-7.916199,0100010
10,0.4,0,0,-11.354513,-11.354513,-3.748222,0000011000
5,-0.1,-2,0,-1.71686,-2.015534,-4.927954,10100
7,0.4,-6,0,-3.956163,-4.64864,-5.599371,0010100
7,0.1,-5,0,-1.016497,-2.460782,-5.657727,1001000
5,-0.2,1,0,-5.547738,-5.547738,-5.602107,01100
5,-0.4,-3,0,0.709719,-0.246041,-4.00056,01100
10,-0.1,-3,0,-2.206234,-2.206234,-5.857941,1001000000
15,0.1,-6,0,1.012754,-0.902964,-7.602519,000001000000100
15,0.2,-1,0,-3.120332,-3.120332,-12.014715,000100000100000
10,0.3,-6,0,-2.815079,-3.661541,-6.457195,0001001000
10,0.1,-4,0,-0.466765,-1.723572,-6.842768,0000010010
15,-0.3,0,0,0.929775,-0.440869,-6.726681,000000100010000
15,0.4,-3,0,-4.286391,-5.096292,-4.523807,010000010000000
10,-0.3,-5,0,2.848069,-0.957801,-7.940568,1000000010
7,0.2,1,0,-7.31723,-7.31723,-6.461466,1010000
12,0.5,-3,0,-5.957121,-5.957121,-4.77274,001000001000
7,-0.2,0,0,-2.852478,-2.852478,-7.014495,0001010
15,0.3,-2,0,-9.866828,-9.866828,-3.558777,1.1E+14
15,-0.1,-5,0,1.622846,-0.286572,-6.618811,000000000010100
12,-0.3,-3,0,-2.922364,-2.922364,-5.758633,001100000000
7,0.5,-4,0,-4.622588,-5.378252,-5.444027,0001010
12,0.1,-6,0,0.708713,-1.287284,-8.159336,001000000010
12,-0.3,-1,0,-5.122422,-5.122422,-5.837659,1.1E+11
5,-0.1,-1,0,-3.552188,-3.552188,-5.477661,00110
12,-0.5,0.5,0,-1.700218,-1.700218,-8.341055,000110000000
15,-0.4,1,0,3.693699,-0.63826,-6.46147,1E+14
10,-0.1,-4,0,2.938077,-0.424286,-7.639064,0001000010
12,-0.4,-4,0,0.569425,-0.387027,-7.232205,010010000000
5,-0.4,-4,0,-1.809953,-1.809953,-3.809536,11000
12,0.4,0,0,-8.500056,-8.500056,-8.672168,000100000010
15,0.4,0.5,0,-12.803455,-12.803455,-3.284788,1.00001E+14
12,0.2,-3,0,-3.146546,-3.146546,-5.065202,000010010000
5,0.4,0.5,0,-8.508968,-8.508968,-7.92365,10100
12,-0.1,-1,0,0.616728,-0.424522,-9.030153,001000000100
15,-0.4,-3,0,4.510733,-0.421734,-7.189672,010000001000000
10,0,-1,0,-2.015036,-2.015036,-7.887113,0000010010
12,-0.1,-5,0,2.64185,-0.404017,-7.19959,000000100010
10,-0.5,0.5,0,1.697288,-0.468533,-9.123708,0100000010
7,0.3,-4,0,-3.578475,-3.840472,-3.492024,1010000
15,0.2,-6,0,-1.641049,-2.585554,-6.229057,010100000000000
10,-0.5,-5,0,6.52424,-0.439894,-7.293783,0001000010
12,-0.1,-2,0,-3.805873,-3.805873,-6.745152,000001100000
7,0.3,0.5,0,-6.794495,-6.794495,-8.83976,0100010
5,0,0.5,0,-6.921311,-6.921311,-5.462713,11000
10,0.1,1,0,-7.02073,-7.02073,-6.74154,0011000000
12,0.2,-6,0,-1.344729,-2.597376,-7.660449,000001000100
10,-0.2,-1,0,0.124333,-0.402995,-10.051353,0010001000
5,0.2,-4,0,-2.787372,-3.392904,-4.510639,10100
15,-0.3,-3,0,5.518034,-0.408691,-8.747195,000010000010000
5,-0.4,0.5,0,-3.576975,-3.576975,-5.569966,01100
15,-0.3,-1,0,-1.419378,-1.419378,-6.937854,010100000000000
12,0.1,1,0,-4.962352,-4.962352,-7.787707,001000000100
7,0.2,0,0,-5.477539,-5.477539,-8.315684,0100100
15,-0.4,0.5,0,-0.597478,-0.597478,-6.833335,010100000000000
5,0.1,-6,0,-1.777946,-2.709809,-5.02191,10010
7,-0.5,0,0,-0.388173,-1.076302,-7.426984,1000010
7,0.5,1,0,-11.116351,-11.116351,-8.864344,0011000
5,-0.3,-5,0,1.154048,-1.620636,-5.666384,10010
12,0,-3,0,-1.794956,-1.794956,-5.301978,000001010000
7,0,-5,0,-1.13615,-1.13615,-4.67371,0011000
5,-0.2,-1,0,-3.372639,-3.372639,-5.469845,01100
12,0.3,0.5,0,-9.991822,-9.991822,-7.425539,000000001100
15,0.4,-1,0,-6.855386,-6.855386,-9.806172,000001000100000
7,0.3,-6,0,-2.720784,-3.732022,-6.336372,0010010
5,-0.1,-3,0,0.153106,-1.120594,-5.009058,01010
15,-0.2,-2,0,-0.285685,-0.365973,-9.457489,000010010000000
5,0.5,-4,0,-4.842241,-5.122029,-4.872709,10010
7,0,-1,0,-1.67077,-1.67077,-7.722513,0100010
7,-0.1,-6,0,0.862836,-1.364392,-6.05489,1000010
10,0,0.5,0,-6.132901,-6.132901,-6.230392,0000011000
7,-0.5,-1,0,-1.171157,-1.171157,-6.75675,0001100
5,0.5,1,0,-9.650914,-9.650914,-8.229162,10010
5,0,-5,0,-2.484692,-2.484692,-3.412654,11000
7,-0.1,0,0,-2.532964,-2.532964,-8.101119,0100100
15,0.5,1,0,-14.7945,-14.7945,-4.503446,000110000000000
7,0,-4,0,-1.666507,-1.666507,-4.432197,0000110
5,0.2,1,0,-8.68846,-8.68846,-5.491437,11000
10,0.5,0,0,-9.034921,-9.034921,-6.47152,0100100000
15,-0.2,-1,0,0.383167,-0.422962,-11.815543,000001000100000
12,-0.1,1,0,-2.038052,-2.038052,-7.900233,001001000000
7,0.5,0,0,-8.028295,-8.028295,-6.484794,0100100
10,0.3,-2,0,-6.055374,-6.055374,-5.415003,0100100000
5,-0.4,-2,0,1.258826,-1.393329,-6.048352,10010
